id,tool_call,Usage
Q-01026,"send_alert(module='tucan',severity='high',reason='structural_damage')",Public
Q-03187,"calculate_trajectory(maneuver='orbit_adjustment',urgency='immediate')",Public
Q-02916,no_action,Public
Q-00117,"request_supply(category='food',urgency='emergency')",Public
Q-03443,"send_alert(module='condor',severity='medium',reason='power_fluctuation')",Private
Q-03262,"activate_protocol(protocol_id='MASA-SEC-010',scope='module_only')",Private
Q-00229,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')",Public
Q-03146,"control_system(module='jaguar',system='ventilation',action='increase')",Public
Q-01020,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')",Public
Q-03256,"send_alert(module='jaguar',severity='medium',reason='power_fluctuation')",Private
Q-00044,"send_alert(module='colibri',severity='high',reason='pressure_drop')",Public
Q-02304,"send_alert(module='jaguar',severity='high',reason='oxygen_leak')",Public
Q-00536,no_action,Public
Q-00022,"calculate_trajectory(maneuver='debris_avoidance',urgency='planned')",Public
Q-03303,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')",Private
Q-01810,"send_alert(module='jaguar',severity='high',reason='oxygen_leak')",Public
Q-01984,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')",Public
Q-03314,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')",Private
Q-02166,"send_alert(module='colibri',severity='critical',reason='radiation_spike')",Public
Q-01792,"send_alert(module='colibri',severity='critical',reason='abnormal_temperature')",Public
Q-03157,"control_system(module='condor',system='filtration',action='activate')",Public
Q-00507,"calculate_trajectory(maneuver='debris_avoidance',urgency='planned')",Public
Q-01737,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')",Public
Q-01882,"send_message(recipient='engineer',priority='urgent')",Public
Q-03258,"get_module_status(module='tucan',system='thermal')",Private
Q-03356,"send_alert(module='colibri',severity='critical',reason='pressure_drop')",Private
Q-03210,"calculate_trajectory(maneuver='orbit_adjustment',urgency='planned')",Public
Q-00725,"activate_protocol(protocol_id='MASA-SEC-010',scope='module_only')",Public
Q-01805,"schedule_maintenance(module='colibri',task='software_update',priority='urgent')",Public
Q-03463,no_action,Private
Q-02383,"send_alert(module='condor',severity='high',reason='radiation_spike')",Public
Q-03294,"get_module_status(module='jaguar',system='life_support')",Private
Q-02855,no_action,Public
Q-03473,"get_telemetry(module='tucan',metric='power',timeframe_hours=12)",Private
Q-00669,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')",Public
Q-02234,"send_alert(module='jaguar',severity='high',reason='pressure_drop')",Public
Q-03523,no_action,Private
Q-02861,no_action,Public
Q-03416,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')",Private
Q-00199,"send_alert(module='tucan',severity='critical',reason='abnormal_temperature')",Public
Q-03076,"get_telemetry(module='quetzal',metric='radiation',timeframe_hours=6)",Public
Q-01440,"send_alert(module='condor',severity='critical',reason='oxygen_leak')",Public
Q-01554,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')",Public
Q-03486,"send_alert(module='quetzal',severity='high',reason='structural_damage')",Private
Q-03259,"send_message(recipient='pilot',priority='urgent')",Private
Q-00865,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')",Public
Q-00858,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')",Public
Q-03255,"get_telemetry(module='condor',metric='power',timeframe_hours=12)",Private
Q-03293,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')",Private
Q-01030,"schedule_maintenance(module='tucan',task='sensor_repair',priority='routine')",Public
Q-00063,"send_alert(module='vicuna',severity='critical',reason='oxygen_leak')",Public
Q-01300,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')",Public
Q-01917,"get_telemetry(module='condor',metric='temperature',timeframe_hours=24)",Public
Q-03105,"calculate_trajectory(maneuver='orbit_adjustment',urgency='planned')",Public
Q-03338,"get_crew_status(module='quetzal',info='current_activity')",Private
Q-00276,"send_alert(module='condor',severity='critical',reason='power_fluctuation')",Public
Q-00740,"send_alert(module='jaguar',severity='critical',reason='abnormal_temperature')",Public
Q-02318,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')",Public
Q-03233,"request_supply(category='scientific',urgency='routine')",Public
Q-03458,"request_supply(category='fuel',urgency='emergency')",Private
Q-00054,no_action,Public
Q-02192,"control_system(module='jaguar',system='cooling',action='activate')",Public
Q-01069,"get_crew_status(module='quetzal',info='health')",Public
Q-03269,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')",Private
Q-03389,"send_alert(module='vicuna',severity='critical',reason='pressure_drop')",Private
Q-03379,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')",Private
Q-00021,"get_crew_status(module='tucan',info='current_activity')",Public
Q-03426,"send_alert(module='jaguar',severity='critical',reason='radiation_spike')",Private
Q-01559,"send_alert(module='colibri',severity='high',reason='communication_loss')",Public
Q-03003,no_action,Public
Q-03564,"control_system(module='jaguar',system='cooling',action='activate')",Private
Q-03276,"send_message(recipient='medical_officer',priority='high')",Private
Q-00414,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')",Public
Q-03472,"send_alert(module='quetzal',severity='high',reason='oxygen_leak')",Private
Q-02100,"send_alert(module='colibri',severity='high',reason='oxygen_leak')",Public
Q-00716,"send_alert(module='jaguar',severity='critical',reason='pressure_drop')",Public
Q-01433,"get_crew_status(module='jaguar',info='health')",Public
Q-03498,"get_telemetry(module='vicuna',metric='oxygen',timeframe_hours=24)",Private
Q-02472,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')",Public
Q-03328,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')",Private
Q-02589,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')",Public
Q-00643,"send_alert(module='quetzal',severity='critical',reason='radiation_spike')",Public
Q-02422,"send_message(recipient='specialist_1',priority='high')",Public
Q-00325,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')",Public
Q-03539,no_action,Private
Q-03481,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')",Private
Q-03556,"control_system(module='jaguar',system='ventilation',action='increase')",Private
Q-03291,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')",Private
Q-01059,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')",Public
Q-00374,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')",Public
Q-03376,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')",Private
Q-03566,"request_supply(category='fuel',urgency='expedited')",Private
Q-01848,"send_alert(module='condor',severity='critical',reason='abnormal_temperature')",Public
Q-03292,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')",Private
Q-00225,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')",Public
Q-03311,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')",Private
Q-03385,"get_telemetry(module='vicuna',metric='power',timeframe_hours=12)",Private
Q-03211,"control_system(module='condor',system='heating',action='activate')",Public
Q-03142,"request_supply(category='medical',urgency='expedited')",Public
Q-03325,"send_alert(module='quetzal',severity='high',reason='oxygen_leak')",Private
Q-03163,"get_module_status(module='quetzal',system='power')",Public
Q-03550,"control_system(module='tucan',system='cooling',action='activate')",Private
Q-03368,"calculate_trajectory(maneuver='debris_avoidance',urgency='planned')",Private
Q-03374,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')",Private
Q-02431,"control_system(module='jaguar',system='filtration',action='deactivate')",Public
Q-00486,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')",Public
Q-03391,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')",Private
Q-03401,"get_module_status(module='jaguar',system='power')",Private
Q-00930,no_action,Public
Q-00539,"send_alert(module='jaguar',severity='high',reason='oxygen_leak')",Public
Q-00698,"get_module_status(module='condor',system='life_support')",Public
Q-00623,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')",Public
Q-00313,"send_alert(module='condor',severity='high',reason='oxygen_leak')",Public
Q-03275,"send_alert(module='colibri',severity='critical',reason='abnormal_temperature')",Private
Q-03549,"control_system(module='condor',system='lighting',action='deactivate')",Private
Q-01260,"get_telemetry(module='jaguar',metric='oxygen',timeframe_hours=1)",Public
Q-03046,"calculate_trajectory(maneuver='orbit_adjustment',urgency='planned')",Public
Q-03332,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')",Private
Q-03254,"get_telemetry(module='jaguar',metric='humidity',timeframe_hours=12)",Private
Q-03092,"schedule_maintenance(module='jaguar',task='filter_replacement',priority='urgent')",Public
Q-00310,"send_message(recipient='all_crew',priority='medium')",Public
Q-03476,"schedule_maintenance(module='tucan',task='system_calibration',priority='urgent')",Private
Q-03349,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')",Private
Q-01695,"calculate_trajectory(maneuver='debris_avoidance',urgency='immediate')",Public
Q-03506,"send_alert(module='condor',severity='medium',reason='power_fluctuation')",Private
Q-00917,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')",Public
Q-03535,no_action,Private
Q-03378,"send_message(recipient='medical_officer',priority='medium')",Private
Q-03503,"send_alert(module='jaguar',severity='critical',reason='power_fluctuation')",Private
Q-00488,"send_alert(module='condor',severity='critical',reason='radiation_spike')",Public
Q-01747,"get_module_status(module='colibri',system='communications')",Public
Q-00025,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')",Public
Q-00827,"send_alert(module='quetzal',severity='high',reason='oxygen_leak')",Public
Q-00958,"get_telemetry(module='quetzal',metric='power',timeframe_hours=24)",Public
Q-02500,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')",Public
Q-01535,"calculate_trajectory(maneuver='station_keeping',urgency='planned')",Public
Q-03279,"send_alert(module='condor',severity='medium',reason='power_fluctuation')",Private
Q-01868,"get_crew_status(module='jaguar',info='current_activity')",Public
Q-03377,"request_supply(category='spare_parts',urgency='expedited')",Private
Q-02195,"send_alert(module='quetzal',severity='high',reason='pressure_drop')",Public
Q-00776,"control_system(module='quetzal',system='cooling',action='activate')",Public
Q-03520,no_action,Private
Q-01769,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')",Public
Q-01011,"activate_protocol(protocol_id='MASA-SEC-010',scope='module_only')",Public
Q-03097,"control_system(module='tucan',system='heating',action='activate')",Public
Q-03345,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')",Private
Q-02055,"activate_protocol(protocol_id='MASA-SEC-007',scope='station_wide')",Public
Q-03285,"request_supply(category='medical',urgency='expedited')",Private
Q-01692,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')",Public
Q-00481,"get_crew_status(module='condor',info='health')",Public
Q-03387,no_action,Private
Q-02757,"control_system(module='condor',system='filtration',action='decrease')",Public
Q-01699,"calculate_trajectory(maneuver='docking',urgency='planned')",Public
Q-03327,"calculate_trajectory(maneuver='station_keeping',urgency='immediate')",Private
Q-03358,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')",Private
Q-02533,"control_system(module='vicuna',system='cooling',action='activate')",Public
Q-03467,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')",Private
Q-01010,"send_alert(module='colibri',severity='medium',reason='power_fluctuation')",Public
Q-03468,"activate_protocol(protocol_id='MASA-SEC-007',scope='station_wide')",Private
Q-02862,no_action,Public
Q-01636,"get_telemetry(module='jaguar',metric='pressure',timeframe_hours=6)",Public
Q-02173,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')",Public
Q-03536,no_action,Private
Q-02890,no_action,Public
Q-01879,"send_alert(module='quetzal',severity='medium',reason='power_fluctuation')",Public
Q-02639,"send_alert(module='jaguar',severity='critical',reason='power_fluctuation')",Public
Q-03432,"send_alert(module='colibri',severity='medium',reason='power_fluctuation')",Private
Q-02117,"get_crew_status(module='colibri',info='location')",Public
Q-01168,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')",Public
Q-02784,no_action,Public
Q-03263,"request_supply(category='equipment',urgency='routine')",Private
Q-03330,"send_alert(module='quetzal',severity='high',reason='radiation_spike')",Private
Q-03249,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')",Private
Q-03541,no_action,Private
Q-03445,"send_alert(module='jaguar',severity='high',reason='structural_damage')",Private
Q-03120,"schedule_maintenance(module='quetzal',task='system_calibration',priority='routine')",Public
Q-00047,"send_alert(module='jaguar',severity='critical',reason='pressure_drop')",Public
Q-03402,"send_alert(module='colibri',severity='high',reason='oxygen_leak')",Private
Q-03462,no_action,Private
Q-02821,no_action,Public
Q-03341,"control_system(module='jaguar',system='filtration',action='increase')",Private
Q-03454,"calculate_trajectory(maneuver='station_keeping',urgency='immediate')",Private
Q-02597,"send_message(recipient='commander',priority='high')",Public
Q-03363,"control_system(module='condor',system='filtration',action='deactivate')",Private
Q-03287,"send_alert(module='jaguar',severity='medium',reason='power_fluctuation')",Private
Q-02698,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')",Public
Q-02371,"send_alert(module='jaguar',severity='high',reason='oxygen_leak')",Public
Q-03346,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')",Private
Q-01318,"send_alert(module='condor',severity='critical',reason='power_fluctuation')",Public
Q-03298,"get_crew_status(module='quetzal',info='schedule')",Private
Q-01740,"schedule_maintenance(module='quetzal',task='filter_replacement',priority='routine')",Public
Q-03510,"send_message(recipient='medical_officer',priority='urgent')",Private
Q-03461,"schedule_maintenance(module='jaguar',task='software_update',priority='routine')",Private
Q-02036,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')",Public
Q-01534,"send_alert(module='jaguar',severity='medium',reason='power_fluctuation')",Public
Q-02315,"send_alert(module='vicuna',severity='critical',reason='oxygen_leak')",Public
Q-02053,"send_alert(module='tucan',severity='high',reason='oxygen_leak')",Public
Q-01531,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')",Public
Q-03517,no_action,Private
Q-02255,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')",Public
Q-03301,"send_alert(module='jaguar',severity='critical',reason='pressure_drop')",Private
Q-01124,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')",Public
Q-02301,"control_system(module='tucan',system='filtration',action='deactivate')",Public
Q-03344,"activate_protocol(protocol_id='MASA-SEC-010',scope='module_only')",Private
Q-03353,"send_alert(module='vicuna',severity='critical',reason='radiation_spike')",Private
Q-02972,no_action,Public
Q-03034,no_action,Public
Q-03436,"send_alert(module='vicuna',severity='medium',reason='power_fluctuation')",Private
Q-03542,no_action,Private
Q-03410,"send_alert(module='tucan',severity='critical',reason='radiation_spike')",Private
Q-00520,"activate_protocol(protocol_id='MASA-SEC-007',scope='station_wide')",Public
Q-01098,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')",Public
Q-03320,"send_alert(module='tucan',severity='critical',reason='oxygen_leak')",Private
Q-01365,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')",Public
Q-03313,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')",Private
Q-03449,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')",Private
Q-01971,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')",Public
Q-03492,"calculate_trajectory(maneuver='station_keeping',urgency='immediate')",Private
Q-02753,"send_alert(module='quetzal',severity='critical',reason='oxygen_leak')",Public
Q-00441,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')",Public
Q-03508,"send_alert(module='quetzal',severity='high',reason='oxygen_leak')",Private
Q-03565,"schedule_maintenance(module='colibri',task='system_calibration',priority='urgent')",Private
Q-03528,no_action,Private
Q-03485,"control_system(module='colibri',system='lighting',action='decrease')",Private
Q-03513,no_action,Private
Q-00911,"get_telemetry(module='colibri',metric='oxygen',timeframe_hours=1)",Public
Q-01672,"request_supply(category='equipment',urgency='expedited')",Public
Q-03367,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')",Private
Q-00852,"get_module_status(module='colibri',system='thermal')",Public
Q-03342,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')",Private
Q-03280,"activate_protocol(protocol_id='MASA-SEC-008',scope='module_only')",Private
Q-03433,"send_alert(module='jaguar',severity='critical',reason='power_fluctuation')",Private
Q-00475,"send_alert(module='condor',severity='critical',reason='pressure_drop')",Public
Q-00612,"get_module_status(module='vicuna',system='structural')",Public
Q-02904,no_action,Public
Q-03411,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')",Private
Q-03529,no_action,Private
Q-03531,no_action,Private
Q-02977,no_action,Public
Q-02762,no_action,Public
Q-01661,"get_module_status(module='tucan',system='power')",Public
Q-01173,"send_alert(module='colibri',severity='critical',reason='oxygen_leak')",Public
Q-03306,"send_alert(module='condor',severity='critical',reason='pressure_drop')",Private
Q-03322,"schedule_maintenance(module='tucan',task='hull_inspection',priority='routine')",Private
Q-02670,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')",Public
Q-03471,"send_alert(module='quetzal',severity='high',reason='structural_damage')",Private
Q-03505,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')",Private
Q-00164,"send_alert(module='vicuna',severity='medium',reason='radiation_spike')",Public
Q-03398,"get_telemetry(module='condor',metric='temperature',timeframe_hours=12)",Private
Q-02230,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')",Public
Q-03399,"send_alert(module='condor',severity='high',reason='pressure_drop')",Private
Q-00222,"send_alert(module='jaguar',severity='critical',reason='oxygen_leak')",Public
Q-03352,"send_alert(module='jaguar',severity='high',reason='structural_damage')",Private
Q-03543,no_action,Private
Q-00578,"get_crew_status(module='colibri',info='schedule')",Public
Q-03559,"schedule_maintenance(module='colibri',task='software_update',priority='routine')",Private
Q-02282,"send_alert(module='jaguar',severity='medium',reason='power_fluctuation')",Public
Q-01763,"activate_protocol(protocol_id='MASA-SEC-013',scope='module_only')",Public
Q-03270,"activate_protocol(protocol_id='MASA-SEC-010',scope='module_only')",Private
Q-01217,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')",Public
Q-03312,"get_telemetry(module='vicuna',metric='temperature',timeframe_hours=6)",Private
Q-01206,"send_alert(module='colibri',severity='high',reason='pressure_drop')",Public
Q-01287,"get_crew_status(module='quetzal',info='current_activity')",Public
Q-03381,"get_crew_status(module='tucan',info='current_activity')",Private
Q-01735,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')",Public
Q-01927,"send_alert(module='vicuna',severity='medium',reason='power_fluctuation')",Public
Q-00429,"activate_protocol(protocol_id='MASA-SEC-010',scope='module_only')",Public
Q-00099,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')",Public
Q-02419,"send_alert(module='quetzal',severity='high',reason='oxygen_leak')",Public
Q-03551,"control_system(module='quetzal',system='lighting',action='deactivate')",Private
Q-00231,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')",Public
Q-02327,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')",Public
Q-01434,"send_alert(module='quetzal',severity='critical',reason='oxygen_leak')",Public
Q-01751,"send_alert(module='quetzal',severity='critical',reason='oxygen_leak')",Public
Q-03371,"send_alert(module='quetzal',severity='high',reason='radiation_spike')",Private
Q-03456,"send_alert(module='condor',severity='critical',reason='abnormal_temperature')",Private
Q-00642,"send_alert(module='tucan',severity='high',reason='oxygen_leak')",Public
Q-02621,"request_supply(category='food',urgency='routine')",Public
Q-03274,"schedule_maintenance(module='condor',task='sensor_repair',priority='urgent')",Private
Q-02303,"get_telemetry(module='condor',metric='radiation',timeframe_hours=12)",Public
Q-03561,"calculate_trajectory(maneuver='orbit_adjustment',urgency='immediate')",Private
Q-03347,"send_alert(module='tucan',severity='critical',reason='radiation_spike')",Private
Q-00368,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')",Public
Q-03491,"send_alert(module='tucan',severity='high',reason='radiation_spike')",Private
Q-03424,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')",Private
Q-02869,no_action,Public
Q-03464,"schedule_maintenance(module='vicuna',task='filter_replacement',priority='routine')",Private
Q-01031,"send_alert(module='vicuna',severity='high',reason='radiation_spike')",Public
Q-00770,"send_alert(module='condor',severity='high',reason='pressure_drop')",Public
Q-00094,"send_alert(module='colibri',severity='high',reason='radiation_spike')",Public
Q-02872,no_action,Public
Q-01998,"get_module_status(module='quetzal',system='life_support')",Public
Q-02118,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')",Public
Q-03451,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')",Private
Q-03265,"send_alert(module='colibri',severity='high',reason='communication_loss')",Private
Q-03527,no_action,Private
Q-03521,no_action,Private
Q-03039,no_action,Public
Q-03547,"control_system(module='condor',system='cooling',action='increase')",Private
Q-00839,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')",Public
Q-02267,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')",Public
Q-03047,"request_supply(category='food',urgency='expedited')",Public
Q-03478,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')",Private
Q-01900,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')",Public
Q-02367,"activate_protocol(protocol_id='MASA-SEC-004',scope='station_wide')",Public
Q-01897,"request_supply(category='equipment',urgency='expedited')",Public
Q-03392,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')",Private
Q-02924,no_action,Public
Q-03434,"send_alert(module='jaguar',severity='high',reason='oxygen_leak')",Private
Q-03444,"get_telemetry(module='vicuna',metric='power',timeframe_hours=1)",Private
Q-01585,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')",Public
Q-03366,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')",Private
Q-00075,"activate_protocol(protocol_id='MASA-SEC-015',scope='station_wide')",Public
Q-01248,"send_alert(module='jaguar',severity='high',reason='structural_damage')",Public
Q-02294,"activate_protocol(protocol_id='MASA-SEC-010',scope='module_only')",Public
Q-03350,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')",Private
Q-03271,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')",Private
Q-02381,"activate_protocol(protocol_id='MASA-SEC-009',scope='module_only')",Public
Q-01302,"schedule_maintenance(module='vicuna',task='system_calibration',priority='routine')",Public
Q-03419,"send_alert(module='condor',severity='medium',reason='power_fluctuation')",Private
Q-01494,"send_alert(module='colibri',severity='critical',reason='pressure_drop')",Public
Q-01241,no_action,Public
Q-00771,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')",Public
Q-00929,"schedule_maintenance(module='condor',task='power_cell_swap',priority='urgent')",Public
Q-01127,"send_alert(module='condor',severity='high',reason='oxygen_leak')",Public
Q-03557,"control_system(module='condor',system='lighting',action='deactivate')",Private
Q-00476,"control_system(module='vicuna',system='filtration',action='decrease')",Public
Q-02583,"schedule_maintenance(module='quetzal',task='system_calibration',priority='urgent')",Public
Q-00396,"schedule_maintenance(module='jaguar',task='hull_inspection',priority='routine')",Public
Q-03533,no_action,Private
Q-02914,no_action,Public
Q-03552,"calculate_trajectory(maneuver='orbit_adjustment',urgency='planned')",Private
Q-03515,no_action,Private
Q-01975,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')",Public
Q-01773,"activate_protocol(protocol_id='MASA-SEC-010',scope='module_only')",Public
Q-00340,"send_alert(module='jaguar',severity='high',reason='pressure_drop')",Public
Q-03404,"activate_protocol(protocol_id='MASA-SEC-001',scope='station_wide')",Private
Q-03260,"send_alert(module='quetzal',severity='medium',reason='power_fluctuation')",Private
Q-03084,"request_supply(category='medical',urgency='expedited')",Public
Q-01141,"activate_protocol(protocol_id='MASA-SEC-011',scope='module_only')",Public
Q-03558,"request_supply(category='equipment',urgency='expedited')",Private
Q-03519,no_action,Private
Q-03466,"activate_protocol(protocol_id='MASA-SEC-017',scope='module_only')",Private
Q-03534,no_action,Private
Q-02037,"request_supply(category='scientific',urgency='routine')",Public
Q-03375,"activate_protocol(protocol_id='MASA-SEC-005',scope='module_only')",Private
Q-01366,"activate_protocol(protocol_id='MASA-SEC-012',scope='station_wide')",Public
Q-03417,"activate_protocol(protocol_id='MASA-SEC-002',scope='station_wide')",Private
Q-03318,"schedule_maintenance(module='quetzal',task='hull_inspection',priority='routine')",Private
Q-00495,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')",Public
Q-01862,"send_alert(module='colibri',severity='critical',reason='radiation_spike')",Public
Q-00945,"activate_protocol(protocol_id='MASA-SEC-006',scope='station_wide')",Public
Q-03020,no_action,Public
Q-00008,"send_alert(module='vicuna',severity='critical',reason='abnormal_temperature')",Public
Q-00527,"get_telemetry(module='quetzal',metric='temperature',timeframe_hours=12)",Public
Q-03405,"send_alert(module='colibri',severity='critical',reason='oxygen_leak')",Private
Q-01327,"get_module_status(module='tucan',system='communications')",Public
Q-03359,"activate_protocol(protocol_id='MASA-SEC-018',scope='module_only')",Private
Q-03493,"send_alert(module='tucan',severity='critical',reason='pressure_drop')",Private
Q-00637,"send_alert(module='tucan',severity='medium',reason='radiation_spike')",Public
Q-03555,"schedule_maintenance(module='colibri',task='software_update',priority='routine')",Private
Q-02837,no_action,Public
Q-01584,"activate_protocol(protocol_id='MASA-SEC-003',scope='module_only')",Public
Q-03143,"get_module_status(module='condor',system='power')",Public
Q-02767,no_action,Public
Q-03560,"request_supply(category='medical',urgency='expedited')",Private
Q-02105,"send_alert(module='vicuna',severity='high',reason='pressure_drop')",Public
Q-00454,"send_alert(module='quetzal',severity='critical',reason='oxygen_leak')",Public
Q-03455,"get_module_status(module='condor',system='thermal')",Private
